UPC,Price,AvailableQty
"010986002653",21.19,79
"010986002707",21.19,10
"010986002806",21.19,84
"010986002813",21.19,98
"010986002905",21.19,37
"010986002912",21.19,4
"010986003032",21.19,48
"010986003056",21.19,56
"010986003063",21.19,84
"010986003087",21.19,0
"010986003094",21.19,33
"010986003629",21.19,33
"010986004084",21.19,34
"010986005029",21.19,41
"010986006026",21.19,97
"010986006125",21.19,87
"010986006224",21.19,37
"010986007634",21.19,84
"010986007641",21.19,33
"010986007900",21.19,8
"010986010016",21.19,49
"010986010023",21.19,97
"010986010030",21.19,90
"010986010047",21.19,41
"010986010054",21.19,76
"010986010061",21.19,55
"010986010078",21.19,86
"010986010085",21.19,32
"010986010092",21.19,75
"010986010108",21.19,90
"010986010122",21.19,29
"010986010139",21.19,34
"010986092067",21.19,37
"011011011022",21.19,36
"011011011244",21.19,13
"011034500008",21.19,50
"011034500039",21.19,46
"011034500046",21.19,15
"011034500053",21.19,79
"011034500077",21.19,23
"011034500091",21.19,95
"011034500121",21.19,19
"011034500138",21.19,85
"011034500282",21.19,18
"011034500350",21.19,83
"011034500374",21.19,13
"011034500381",21.19,84
"011034501005",21.19,45
"011034501012",21.19,21
"011034501029",21.19,52
"011034503801",21.19,33
"011034503818",21.19,70
"011034503825",21.19,60
"011034503832",21.19,33
"011034515408",21.19,11
"011034981043",21.19,33
"011152038582",21.19,92
"011152844879",21.19,31
"011373000580",21.19,55
"011373000597",21.19,3
"011373000603",21.19,80
"011373000627",21.19,91
"011373000634",21.19,25
"011373001006",21.19,41
"011373001792",21.19,26
"011373003482",21.19,63
"011373003703",21.19,52
"011373006452",21.19,87
"011408000134",21.19,45
"011408000158",21.19,90
"011408000165",21.19,25
"011408000189",21.19,15
"011408000219",21.19,74
"011408000226",21.19,92
"011408000240",21.19,4
"011408000271",21.19,72
"011408000325",21.19,31
"011408000356",21.19,96
"011408000387",21.19,11
"011422001117",21.19,1
"011422002114",21.19,37
"011443220313",21.19,85
"011443220320",21.19,39
"011443220405",21.19,81
"011443220412",21.19,67
"011443220429",21.19,7
"011443220443",21.19,34
"011443220450",21.19,18
"011443220481",21.19,30
"011443250570",21.19,18
"011443260104",21.19,53
"011443260111",21.19,57
"011443260128",21.19,81
"011443260135",21.19,48
"011443260142",21.19,47
"011443260159",21.19,76
"011443260166",21.19,95
"011443260173",21.19,14
"011443260227",21.19,98
"011443260234",21.19,77
"011443271032",21.19,70
"011443321010",21.19,76
"011452045549",21.19,45
"011452045556",21.19,26
"011452045563",21.19,29
"011452045570",21.19,56
"011452045792",21.19,72
"011452045808",21.19,22
"011452045815",21.19,68
"011452045822",21.19,11
"011472107500",21.19,26
"011472107555",21.19,96
"011472207507",21.19,31
"011472317503",21.19,61
"011472317510",21.19,96
"011472327502",21.19,83
"011472507515",21.19,3
"011472507522",21.19,29
"011472507560",21.19,9
"011472507577",21.19,87
"011472517507",21.19,73
"011472517576",21.19,52
"011472527506",21.19,40
"011472527520",21.19,14
"011472607505",21.19,20
"011472607512",21.19,39
"011472617504",21.19,97
"011472717501",21.19,22
"011472807509",21.19,57
"011607041754",21.19,60
"011607042751",21.19,83
"011607207501",21.19,67
"011607800214",21.19,69
"011607800757",21.19,11
"011607802751",21.19,25
"011607819759",21.19,39
"011607870750",21.19,14
"011628017004",21.19,39
"011628017967",21.19,14
"011628017974",21.19,77
"011628017981",21.19,24
"011628017998",21.19,87
"011628111009",21.19,58
"011628111016",21.19,60
"011628111979",21.19,25
"011628111986",21.19,15
"011628111993",21.19,98
"011628113959",21.19,42
"011628200970",21.19,44
"011628222002",21.19,10
"011628222019",21.19,93
"011628252832",21.19,12
"011628314004",21.19,24
"011628314950",21.19,82
"011628314981",21.19,35
"011628314998",21.19,1
"011628328636",21.19,74
"011628333029",21.19,15
"011628334354",21.19,43
"011628334996",21.19,72
"011628701002",21.19,67
"011628701026",21.19,66
"011628701989",21.19,71
"011628701996",21.19,65
"011628821960",21.19,91
"011628821977",21.19,16
"011628821984",21.19,30
"011668000011",21.19,73
"011668000127",21.19,66
"011668010133",21.19,77
"011668010225",21.19,78
"011668030926",21.19,14
"011668040727",21.19,85
"011668050122",21.19,19
"011668060220",21.19,15
"011668140014",21.19,62
"011668880125",21.19,97
"011668880323",21.19,11
"011668880620",21.19,33
"011668900229",21.19,82
"011668910426",21.19,54
"011668910723",21.19,20
"011668920128",21.19,36
"011668920142",21.19,98
"011668930158",21.19,37
"011668930165",21.19,92
"011699005825",21.19,82
"011699005870",21.19,4
"011699005894",21.19,77
"011699005900",21.19,51
"011699005917",21.19,31
"011699006198",21.19,12
"011699006204",21.19,78
"011699006228",21.19,78
"011699006358",21.19,53
"011699006846",21.19,36
"011699006976",21.19,5
"011699007126",21.19,53
"011699007249",21.19,80
"011699007737",21.19,53
"011699007744",21.19,96
"011699007843",21.19,25
"011699007850",21.19,65
"011699007867",21.19,16
"011699007874",21.19,51
"011699007904",21.19,38
"011699007928",21.19,58
"011699007959",21.19,4
"011699008109",21.19,67
"011699008116",21.19,52
"011699008147",21.19,17
"011699008154",21.19,88
"011699008222",21.19,33
"011699008284",21.19,75
"011699008437",21.19,60
"011699008475",21.19,31
"011699008581",21.19,86
"011699008642",21.19,27
"011699008703",21.19,10
"011699008741",21.19,89
"011699008758",21.19,6
"011699008895",21.19,37
"011699008918",21.19,52
"011699008956",21.19,35
"011699008963",21.19,11
"011699008994",21.19,65
"011699009014",21.19,99
"011699009120",21.19,64
"011699009168",21.19,66
"011699009175",21.19,92
"011699009205",21.19,87
"011699009243",21.19,2
"011699009281",21.19,37
"011699009311",21.19,83
"011699009328",21.19,99
"011699010485",21.19,66
"011699010515",21.19,82
"011699010782",21.19,81
"011699011055",21.19,60
"011699011093",21.19,95
"011699011383",21.19,28
"011699011390",21.19,93
"011699011406",21.19,50
"011699012632",21.19,57
"011699012762",21.19,11
"011699012908",21.19,30
"011699013196",21.19,14
"011699013264",21.19,38
"011699013424",21.19,84
"011699013431",21.19,94
"011699013813",21.19,85
"011699014124",21.19,38
"011699014933",21.19,30
"011699015114",21.19,82
"011699015121",21.19,79
"011699015183",21.19,45
"011699015190",21.19,71
"011699015442",21.19,0
"011699015657",21.19,58
"011699015725",21.19,44
"011699015794",21.19,25
"011699015817",21.19,2
"011699015824",21.19,52
"011699016043",21.19,36
"011699016050",21.19,78
"011699016148",21.19,65
"011699016395",21.19,69
"011699016401",21.19,34
"011699016418",21.19,78
"011699016425",21.19,18
"011699016746",21.19,88
"011699016821",21.19,4
"011699017149",21.19,69
"011699017156",21.19,82
"011699017828",21.19,17
"011699102203",21.19,22
"011721027504",21.19,63
"011721037503",21.19,82
"011721107503",21.19,27
"011721207500",21.19,72
"011721407504",21.19,47
"011721750013",21.19,31
"011721750020",21.19,50
"011721750037",21.19,12
"011721750044",21.19,65
"011721750068",21.19,25
"011721750075",21.19,14
"011721750082",21.19,92
"011721750099",21.19,12
"011721975003",21.19,65
"011792995092",21.19,67
"011792995603",21.19,82
"011811111113",21.19,52
"011811111120",21.19,43
"011811111137",21.19,26
"011811111199",21.19,14
"011811111212",21.19,15
"011852029514",21.19,7
"011852039414",21.19,52
"011852039421",21.19,13
"011852039438",21.19,2
"011852040311",21.19,40
"011852049413",21.19,22
"011852049420",21.19,76
"011852079519",21.19,28
"011852090217",21.19,85
"011852100114",21.19,89
"011901018827",21.19,95
"011901028826",21.19,12
"011901039020",21.19,20
"011901089124",21.19,65
"011901098829",21.19,74
"011901139126",21.19,42
"011901149125",21.19,1
"011901158813",21.19,38
"011901158820",21.19,62
"011901189824",21.19,77
"011901229520",21.19,7
"011901249627",21.19,81
"011901289821",21.19,52
"012086003417",21.19,83
"012086005282",21.19,7
"012086005718",21.19,82
"012086005756",21.19,54
"012086007187",21.19,2
"012086007514",21.19,34
"012086007767",21.19,19
"012086007774",21.19,86
"012086007798",21.19,75
"012086007804",21.19,34
"012086007811",21.19,5
"012086007835",21.19,77
"012086007842",21.19,78
"012086007865",21.19,16
"012086007873",21.19,46
"012086007897",21.19,18
"012086007934",21.19,44
"012086007965",21.19,84
"012086008139",21.19,65
"012086008351",21.19,93
"012086008368",21.19,74
"012086008672",21.19,78
"012086010033",21.19,56
"012086274411",21.19,25
"012086304019",21.19,21
"012086312014",21.19,16
"012086313318",21.19,22
"012086313325",21.19,83
"012086313516",21.19,61
"012086313912",21.19,14
"012086318016",21.19,99
"012086322013",21.19,35
"012086322112",21.19,16
"012086322211",21.19,85
"012086322310",21.19,65
"012086323010",21.19,55
"012086323614",21.19,93
"012086325519",21.19,68
"012086331015",21.19,22
"012086341014",21.19,5
"012086342110",21.19,50
"012086351013",21.19,75
"012086352010",21.19,70
"012086352041",21.19,36
"012086353017",21.19,20
"012086354113",21.19,30
"012086361012",21.19,89
"012086401336",21.19,10
"012086413735",21.19,10
"012086444616",21.19,33
"012086471612",21.19,59
"012086494314",21.19,58
"012086496714",21.19,69
"012086500817",21.19,61
"012086506116",21.19,50
"012086507014",21.19,57
"012086507915",21.19,9
"012086511318",21.19,80
"012086511417",21.19,24
"012086515019",21.19,57
"012086515613",21.19,88
"012086522017",21.19,4
"012086525513",21.19,46
"012086527012",21.19,89
"012086534010",21.19,15
"012086541117",21.19,63
"012086542114",21.19,57
"012086543111",21.19,41
"012086543814",21.19,27
"012086554117",21.19,61
"012086556012",21.19,30
"012086556715",21.19,74
"012086558610",21.19,9
"012086572715",21.19,51
"012086572913",21.19,3
"012086573019",21.19,36
"012086575211",21.19,26
"012086575310",21.19,32
"012086575518",21.19,7
"012086579417",21.19,82
"012086579516",21.19,88
"012086579615",21.19,94
"012086579813",21.19,66
"012086581410",21.19,46
"012086594014",21.19,99
"012086595110",21.19,55
"012086596810",21.19,55
"012086600913",21.19,49
"012086601019",21.19,75
"012086661310",21.19,76
"012086661419",21.19,84
"012086669118",21.19,49
"012086669217",21.19,38
"012086669316",21.19,73
"012086669415",21.19,86
"012086695513",21.19,17
"012086696312",21.19,65
"012086707711",21.19,52
"012086723810",21.19,95
"012086724015",21.19,64
"012086725012",21.19,78
"012086726118",21.19,33
"012086735516",21.19,77
"012086749711",21.19,77
"012086766510",21.19,59
"012086772818",21.19,57
"012086778711",21.19,42
"012086806117",21.19,18
"012086813412",21.19,99
"012086837012",21.19,10
"012086837029",21.19,31
"012086837036",21.19,5
"012086860218",21.19,18
"012086860225",21.19,67
"012086862816",21.19,3
"012086862823",21.19,9
"012086880414",21.19,12
"012086927713",21.19,50
"012086928819",21.19,83
"012086929519",21.19,67
"012086931017",21.19,61
"012086931116",21.19,12
"012086931215",21.19,6
"012086931352",21.19,93
"012086931413",21.19,66
"012086931512",21.19,98
"012086931819",21.19,25
"012086933615",21.19,37
"012086934216",21.19,5
"012086934315",21.19,47
"012086935916",21.19,18
"012086936012",21.19,29
"012086936418",21.19,84
"012086936715",21.19,7
"012086936739",21.19,27
"012086937217",21.19,32
"012086937613",21.19,65
"012086939112",21.19,70
"012086939211",21.19,91
"012086939815",21.19,36
"012086943515",21.19,22
"012086965319",21.19,46
"012086981517",21.19,37
"012086986611",21.19,5
"012086986925",21.19,35
"012201000215",21.19,78
"012201000277",21.19,44
"012201002806",21.19,91
"012201005418",21.19,8
"012201008525",21.19,77
"012201009058",21.19,86
"012201011280",21.19,8
"012201013857",21.19,37
"012201013888",21.19,8
"012201013895",21.19,55
"012201013901",21.19,38
"012201013918",21.19,7
"012201013932",21.19,60
"012201013949",21.19,2
"012201013956",21.19,63
"012201013963",21.19,88
"012201013970",21.19,19
"012201013987",21.19,16
"012201017411",21.19,56
"012201017879",21.19,93
"012201101011",21.19,80
"012201108010",21.19,91
"012201203012",21.19,49
"012201310017",21.19,10
"012201316019",21.19,25
"012201321013",21.19,3
"012201335010",21.19,63
"012201383066",21.19,17
"012201396318",21.19,86
"012201407274",21.19,11
"012201435017",21.19,50
"012201436014",21.19,68
"012201438018",21.19,17
"012201440011",21.19,19
"012201445887",21.19,84
"012201502016",21.19,32
"012201506014",21.19,86
"012201602013",21.19,64
"012201604017",21.19,47
"012201605014",21.19,67
"012201700016",21.19,9
"012201702010",21.19,81
"012201707015",21.19,39
"012201710015",21.19,2
"012201853019",21.19,84
"012201853033",21.19,61
"012229111115",21.19,9
"012229111139",21.19,17
"012229111153",21.19,51
"012229111214",21.19,8
"012229111238",21.19,41
"012229111276",21.19,93
"012229111290",21.19,24
"012229111337",21.19,46
"012229111535",21.19,37
"012229111573",21.19,67
"012229111832",21.19,1
"012231111011",21.19,51
"012231111035",21.19,19
"012231111110",21.19,10
"012231111134",21.19,72
"012231111196",21.19,31
"012231111271",21.19,76
"012231111295",21.19,79
"012231112674",21.19,70
"012231113510",21.19,54
"012231113978",21.19,30
"012231116979",21.19,93
"012231117099",21.19,52
"012231117136",21.19,54
"012231117150",21.19,16
"012231117174",21.19,74
"012231117198",21.19,69
"012231117532",21.19,40
"012231117556",21.19,73
"012231117570",21.19,5
"012231117914",21.19,33
"012231118119",21.19,93
"012231118157",21.19,74
"012231118676",21.19,63
"012231118737",21.19,43
"012301000269",21.19,13
"012301000306",21.19,97
"012301000313",21.19,58
"012301000320",21.19,76
"012301000344",21.19,79
"012301000399",21.19,0
"012301000405",21.19,96
"012301000429",21.19,64
"012301000443",21.19,74
"012301000450",21.19,12
"012301000498",21.19,61
"012301000511",21.19,58
"012301000542",21.19,66
"012301000573",21.19,82
"012301000665",21.19,70
"012301000726",21.19,65
"012301000818",21.19,23
"012301000832",21.19,31
"012301000863",21.19,95
"012301000948",21.19,72
"012301000962",21.19,12
"012301000993",21.19,69
"012324000185",21.19,5
"012324000192",21.19,8
"012324000208",21.19,75
"012324000222",21.19,97
"012324000239",21.19,7
"012324000246",21.19,5
"012324000260",21.19,8
"012324000277",21.19,78
"012324000338",21.19,46
"012324000352",21.19,30
"012324000376",21.19,10
"012324000383",21.19,42
"012324000468",21.19,30
"012324000482",21.19,68
"012354000018",21.19,68
"012354000025",21.19,37
"012354000032",21.19,38
"012354000049",21.19,46
"012354000056",21.19,60
"012354000094",21.19,88
"012354000100",21.19,53
"012354000131",21.19,73
"012354000148",21.19,61
"012354000193",21.19,75
"012354000209",21.19,75
"012354000216",21.19,31
"012354000223",21.19,53
"012354000230",21.19,98
"012354000247",21.19,63
"012354000315",21.19,38
"012354000346",21.19,70
"012354000360",21.19,18
"012354000384",21.19,30
"012354000520",21.19,16
"012354000612",21.19,86
"012354000636",21.19,34
"012354000681",21.19,8
"012354000704",21.19,6
"012354000711",21.19,85
"012354000728",21.19,22
"012354000735",21.19,48
"012354000773",21.19,63
"012354000995",21.19,87
"012354001046",21.19,19
"012354001077",21.19,74
"012354001107",21.19,37
"012354001114",21.19,54
"012354001121",21.19,87
"012354001275",21.19,29
"012354001350",21.19,39
"012354001459",21.19,55
"012354001466",21.19,56
"012354001602",21.19,27
"012354001688",21.19,98
"012354001732",21.19,89
"012354001848",21.19,94
"012354001930",21.19,93
"012354001947",21.19,83
"012354002036",21.19,23
"012354002432",21.19,79
"012354002449",21.19,1
"012354004290",21.19,4
"012354005006",21.19,14
"012354010000",21.19,1
"012354010017",21.19,0
"012354010031",21.19,31
"012354010048",21.19,14
"012354010062",21.19,17
"012354010079",21.19,62
"012354010093",21.19,14
"012354010109",21.19,99
"012354010123",21.19,33
"012354010147",21.19,29
"012354010154",21.19,49
"012354010161",21.19,86
"012354010178",21.19,38
"012354010185",21.19,45
"012354010208",21.19,68
"012354010215",21.19,7
"012354010222",21.19,17
"012354010239",21.19,41
"012354010246",21.19,30
"012354010253",21.19,98
"012354010277",21.19,29
"012354010284",21.19,27
"012354010291",21.19,65
"012354010314",21.19,93
"012354010321",21.19,43
"012354010345",21.19,2
"012354010352",21.19,95
"012354010369",21.19,97
"012354010376",21.19,5
"012354010383",21.19,40
"012354013926",21.19,83
"012354013933",21.19,83
"012354024489",21.19,30
"012354036659",21.19,44
"012354036840",21.19,48
"012354040007",21.19,18
"012354041004",21.19,87
"012354042001",21.19,94
"012354043008",21.19,22
"012354043213",21.19,0
"012354045859",21.19,41
"012354045873",21.19,18
"012354050006",21.19,79
"012354051003",21.19,96
"012354051690",21.19,69
"012354051911",21.19,32
"012354052000",21.19,66
"012354052109",21.19,12
"012354060326",21.19,30
"012354060548",21.19,99
"012354060753",21.19,37
"012354060807",21.19,84
"012354061101",21.19,72
"012354071018",21.19,74
"012354071025",21.19,83
"012354071049",21.19,82
"012354071056",21.19,63
"012354071070",21.19,38
"012354071087",21.19,90
"012354071094",21.19,32
"012354071100",21.19,10
"012354071117",21.19,68
"012354071162",21.19,23
"012354071209",21.19,71
"012354071223",21.19,52
"012354071254",21.19,2
"012354071308",21.19,66
"012354071339",21.19,6
"012354071346",21.19,85
"012354071414",21.19,40
"012354071445",21.19,58
"012354071452",21.19,60
"012354071476",21.19,62
"012354071506",21.19,32
"012354071537",21.19,98
"012354071544",21.19,62
"012354071551",21.19,25
"012354071582",21.19,22
"012354071636",21.19,15
"012354071643",21.19,63
"012354071681",21.19,4
"012354071704",21.19,21
"012354071766",21.19,29
"012354071773",21.19,41
"012354071780",21.19,69
"012354071797",21.19,79
"012354071834",21.19,67
"012354071919",21.19,41
"012354071933",21.19,69
"012354071940",21.19,61
"012354071988",21.19,28
"012354071995",21.19,55
"012354072107",21.19,93
"012354072251",21.19,85
"012354072374",21.19,87
"012354072398",21.19,88
"012354072435",21.19,6
"012354072534",21.19,62
"012354072541",21.19,42
"012354072558",21.19,50
"012354072565",21.19,97
"012354072572",21.19,93
"012354072602",21.19,92
"012354072619",21.19,81
"012354076044",21.19,67
"012354076051",21.19,3
"012354076105",21.19,8
"012354076112",21.19,33
"012354076556",21.19,6
"012354078680",21.19,58
"012354081734",21.19,53
"012354081796",21.19,42
"012354081826",21.19,17
"012354081840",21.19,46
"012354081857",21.19,84
"012354081864",21.19,73
"012354087637",21.19,26
"012354087644",21.19,34
"012354087651",21.19,60
"012354087699",21.19,98
"012354087705",21.19,60
"012354087712",21.19,84
"012354087729",21.19,89
"012354087774",21.19,85
"012354087804",21.19,16
"012354087828",21.19,92
"012354088160",21.19,40
"012354088429",21.19,17
"012354088467",21.19,55
"012354088511",21.19,60
"012354088559",21.19,4
"012354089303",21.19,20
"012354089310",21.19,18
"012354089358",21.19,34
"012354089624",21.19,67
"012354089983",21.19,9
"012354089990",21.19,44
"012354090002",21.19,98
"012354090019",21.19,71
"012354099142",21.19,66
"012354099180",21.19,53
"012354099227",21.19,50
"012354099265",21.19,62
"012354099302",21.19,65
"012354099340",21.19,2
"012354099364",21.19,61
"012354104464",21.19,89
"012354104518",21.19,25
"012354105577",21.19,64
"012354105621",21.19,38
"012354105638",21.19,91
"012354105652",21.19,68
"012354111011",21.19,75
"012354111028",21.19,88
"012354198814",21.19,36
"012354198821",21.19,72
"012354198838",21.19,54
"012354199200",21.19,35
"012354199217",21.19,79
"012354199224",21.19,61
"012354199262",21.19,13
"012354199279",21.19,88
"012354199286",21.19,65
"012354199293",21.19,34
"012354199309",21.19,22
"012354199354",21.19,66
"012354201002",21.19,12
"012354201019",21.19,74
"012354201057",21.19,25
"012354201255",21.19,20
"012354401105",21.19,40
"012354401303",21.19,94
"012354501256",21.19,2
"012354601109",21.19,77
"012354601208",21.19,82
"012354724372",21.19,31
"012354724389",21.19,89
"012354724396",21.19,68
"012354801202",21.19,56
"012354801509",21.19,86
"012354801608",21.19,37
"012354802605",21.19,32
"012354802902",21.19,3
"012404000050",21.19,83
"012404000067",21.19,30
"012404000074",21.19,10
"012404000081",21.19,51
"012404000098",21.19,26
"012404000104",21.19,7
"012404000111",21.19,31
"012404000128",21.19,67
"012404000135",21.19,56
"012404000166",21.19,49
"012404000203",21.19,60
"012404000210",21.19,87
"012404000357",21.19,37
"012404000555",21.19,45
"012485150002",21.19,22
"012485300025",21.19,87
"012485300988",21.19,77
"012485300995",21.19,90
"012485330022",21.19,57
"012485400008",21.19,99
"012485400022",21.19,19
"012485400992",21.19,51
"012485440028",21.19,58
"012485600026",21.19,80
"012485660020",21.19,2
"012485700009",21.19,72
"012485700979",21.19,11
"012485700986",21.19,81
"012485700993",21.19,63
"012485770026",21.19,55
"012485808026",21.19,35
"012485880022",21.19,25
"012485900003",21.19,21
"012485900027",21.19,36
"012485900980",21.19,99
"012485990028",21.19,1
"012584000031",21.19,52
"012584000055",21.19,33
